City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
374,Nanortalik,GL,2020-02-24 01:19:46,60.14,-45.24,27.09,90,100,5.53,light snow
375,Taunggyi,MM,2020-02-24 01:26:53,20.78,97.03,55.35,67,0,3.8,clear sky
376,Gallup,US,2020-02-24 01:23:14,35.53,-108.74,37.4,86,75,6.93,light rain
377,Ebolowa,CM,2020-02-24 01:26:53,2.9,11.15,70.32,98,30,3.29,scattered clouds
378,Katobu,ID,2020-02-24 01:26:54,-4.94,122.53,81.01,86,98,1.79,light rain
379,Kamaishi,JP,2020-02-24 01:21:02,39.27,141.88,42.8,56,40,5.82,scattered clouds
380,Bentiu,SS,2020-02-24 01:26:54,9.23,29.83,78.51,11,56,4.76,broken clouds
381,Karratha,AU,2020-02-24 01:20:45,-20.74,116.85,81.79,69,37,14.23,scattered clouds
382,Namtsy,RU,2020-02-24 01:26:55,62.72,129.67,-13.0,75,92,2.24,overcast clouds
383,Neiva,CO,2020-02-24 01:26:55,2.93,-75.28,77.0,83,75,2.24,broken clouds
384,Skala,PL,2020-02-24 01:26:55,50.23,19.85,45.0,70,75,24.16,broken clouds
385,Usinsk,RU,2020-02-24 01:19:57,65.99,57.53,27.25,90,100,28.63,light snow
386,Agadez,NE,2020-02-24 01:26:56,19.75,10.25,59.52,27,43,17.69,scattered clouds
387,Abu Samrah,SY,2020-02-24 01:26:56,35.3,37.18,48.97,78,4,6.38,clear sky
388,Hanko,FI,2020-02-24 01:26:56,59.83,22.95,36.0,89,59,1.99,broken clouds
389,Talaya,RU,2020-02-24 01:26:56,61.38,152.75,-14.87,98,90,0.98,overcast clouds
390,Moree,AU,2020-02-24 01:26:56,-29.47,149.85,77.0,61,90,3.36,overcast clouds
391,Talnakh,RU,2020-02-24 01:21:18,69.49,88.4,17.6,92,90,33.55,overcast clouds
392,Grand Gaube,MU,2020-02-24 01:26:57,-20.01,57.66,73.99,94,20,3.36,few clouds
393,Aktanysh,RU,2020-02-24 01:26:57,55.72,54.08,24.87,93,100,19.89,light snow
394,Antalaha,MG,2020-02-24 01:20:49,-14.9,50.28,76.77,90,100,1.97,moderate rain
395,Susurluk,TR,2020-02-24 01:26:57,39.91,28.16,39.99,92,18,1.12,few clouds
396,Lai,TD,2020-02-24 01:26:58,9.4,16.3,77.07,11,0,7.7,clear sky
397,Samarai,PG,2020-02-24 01:26:58,-10.62,150.67,84.56,73,58,3.36,light rain
398,Ayan,RU,2020-02-24 01:21:19,56.45,138.17,4.59,77,6,4.38,clear sky
399,Port-Gentil,GA,2020-02-24 01:20:16,-0.72,8.78,82.22,79,89,9.91,overcast clouds
400,Tessalit,ML,2020-02-24 01:20:49,20.2,1.01,71.02,16,4,12.75,clear sky
401,Joshimath,IN,2020-02-24 01:26:59,30.57,79.57,26.92,48,34,9.15,scattered clouds
402,Xianyang,CN,2020-02-24 01:26:59,34.34,108.7,53.01,52,13,2.24,few clouds
403,Shihezi,CN,2020-02-24 01:26:59,44.3,86.03,21.29,89,100,4.45,overcast clouds
404,Bafq,IR,2020-02-24 01:26:59,31.61,55.41,52.54,35,44,2.86,scattered clouds
405,Dillon,US,2020-02-24 01:24:31,34.42,-79.37,54.0,57,1,5.82,clear sky
406,Ulladulla,AU,2020-02-24 01:27:00,-35.35,150.47,82.4,42,5,8.05,clear sky
407,Sambava,MG,2020-02-24 01:27:00,-14.27,50.17,73.44,98,100,1.01,light rain
408,Sibolga,ID,2020-02-24 01:21:20,1.74,98.78,70.74,88,34,4.12,scattered clouds
409,Cap-Aux-Meules,CA,2020-02-24 01:27:01,47.38,-61.86,30.2,74,5,12.75,clear sky
410,Medvedovskaya,RU,2020-02-24 01:27:01,45.45,39.03,43.0,81,75,8.95,broken clouds
411,Truro,GB,2020-02-24 01:24:06,50.27,-5.05,51.8,93,100,20.8,light rain
412,Rosario,AR,2020-02-24 01:26:43,-32.95,-60.64,73.0,72,17,5.82,few clouds
413,Wairoa,NZ,2020-02-24 01:27:01,-39.03,177.37,63.0,71,95,8.01,light rain
414,Nuuk,GL,2020-02-24 01:27:02,64.18,-51.72,15.8,66,98,12.75,light snow
415,Bardiyah,LY,2020-02-24 01:27:02,31.76,25.09,55.22,71,16,21.88,light rain
416,Tucuman,AR,2020-02-24 01:23:44,-26.82,-65.22,68.0,82,40,2.24,scattered clouds
417,Tolosa,FR,2020-02-24 01:27:03,43.6,1.44,50.0,100,0,3.36,mist
418,Yerbogachen,RU,2020-02-24 01:27:03,61.28,108.01,15.89,90,100,11.99,overcast clouds
419,Qasigiannguit,GL,2020-02-24 01:27:03,68.82,-51.19,1.4,70,54,10.29,broken clouds
420,La Paz,BO,2020-02-24 01:26:09,-16.5,-68.15,48.2,87,75,8.05,light rain
421,Kandrian,PG,2020-02-24 01:23:04,-6.22,149.55,85.8,68,55,7.25,broken clouds
422,Sligo,IE,2020-02-24 01:27:04,54.27,-8.47,33.01,93,100,11.01,moderate rain
423,Moscow,RU,2020-02-24 01:24:43,55.75,37.62,37.0,86,75,8.95,broken clouds
424,Abu Zabad,SD,2020-02-24 01:27:04,12.35,29.25,67.77,16,12,12.17,few clouds
425,Uglegorsk,RU,2020-02-24 01:22:25,49.08,142.03,14.49,86,40,9.24,scattered clouds
426,Pangnirtung,CA,2020-02-24 01:20:12,66.15,-65.71,-32.33,97,100,0.78,overcast clouds
427,Havre-Saint-Pierre,CA,2020-02-24 01:27:05,50.23,-63.6,26.6,100,90,6.15,fog
428,Ilorin,NG,2020-02-24 01:27:05,8.5,4.55,77.0,41,1,5.82,clear sky
429,Lalibela,ET,2020-02-24 01:27:06,12.03,39.03,60.4,60,22,1.39,few clouds
430,Coruche,PT,2020-02-24 01:27:06,38.96,-8.53,63.0,93,0,2.24,clear sky
431,Gusau,NG,2020-02-24 01:27:06,12.16,6.66,72.23,17,0,13.87,clear sky
432,La Rioja,ES,2020-02-24 01:20:14,42.25,-2.5,39.0,35,0,4.7,clear sky
433,Unai,BR,2020-02-24 01:27:07,-16.36,-46.91,71.6,91,99,3.27,moderate rain
434,Atambua,ID,2020-02-24 01:27:07,-9.11,124.89,80.92,78,21,1.23,few clouds
435,Pochutla,MX,2020-02-24 01:19:26,15.74,-96.47,82.4,69,75,14.09,broken clouds
436,Holetown,BB,2020-02-24 01:27:07,13.19,-59.64,80.6,78,40,14.99,scattered clouds
437,Menongue,AO,2020-02-24 01:27:08,-14.66,17.69,62.64,98,100,1.66,light rain
438,Porto Walter,BR,2020-02-24 01:27:08,-8.27,-72.74,74.07,83,45,1.92,scattered clouds
439,Knysna,ZA,2020-02-24 01:27:08,-34.04,23.05,53.6,87,5,1.12,clear sky
440,Miraflores,MX,2020-02-24 01:27:08,19.22,-98.81,84.2,27,40,11.41,scattered clouds
441,Makakilo City,US,2020-02-24 01:21:12,21.35,-158.09,82.4,54,1,16.11,clear sky
442,Nchelenge,ZM,2020-02-24 01:27:09,-9.35,28.73,71.2,87,100,3.0,light rain
443,Nalut,LY,2020-02-24 01:27:09,30.33,10.85,48.83,60,0,7.78,clear sky
444,Bereda,ES,2020-02-24 01:27:09,43.27,-7.54,48.0,100,90,2.24,fog
445,Lokosovo,RU,2020-02-24 01:27:10,61.13,74.82,23.95,92,100,8.59,overcast clouds
446,Alto Araguaia,BR,2020-02-24 01:26:19,-17.31,-53.22,70.3,96,97,4.47,moderate rain
447,Shingu,JP,2020-02-24 01:27:10,33.73,135.98,53.6,34,0,5.82,clear sky
448,Verkh-Usugli,RU,2020-02-24 01:27:10,52.7,115.17,1.99,85,0,2.95,clear sky
449,Montepuez,MZ,2020-02-24 01:27:10,-13.13,39.0,71.92,98,100,3.04,light rain
450,Imeni Poliny Osipenko,RU,2020-02-24 01:27:11,52.42,136.49,4.05,94,58,3.6,broken clouds
451,Mangrol,IN,2020-02-24 01:27:11,21.12,70.12,75.36,49,25,16.91,scattered clouds
452,Parbatipur,BD,2020-02-24 01:27:11,25.66,88.92,70.23,48,79,5.93,light rain
453,Qui Nhon,VN,2020-02-24 01:27:11,13.77,109.23,62.37,86,36,3.47,scattered clouds
454,San Quintin,MX,2020-02-24 01:19:31,30.48,-115.95,59.22,74,3,19.01,clear sky
455,Tilichiki,RU,2020-02-24 01:19:50,60.47,166.1,-0.27,87,100,7.9,overcast clouds
456,Beloha,MG,2020-02-24 01:27:12,-25.17,45.05,75.25,90,99,5.12,overcast clouds
457,Warburg,DE,2020-02-24 01:27:12,51.5,9.17,41.0,80,75,12.75,broken clouds
458,Tukrah,LY,2020-02-24 01:27:12,32.53,20.58,55.0,73,79,17.22,light rain
459,Hendek,TR,2020-02-24 01:27:13,40.8,30.75,28.4,100,3,3.18,clear sky
460,Aleksandrov Gay,RU,2020-02-24 01:19:39,50.15,48.57,31.87,88,100,15.86,overcast clouds
461,Sungaipenuh,ID,2020-02-24 01:25:58,-2.08,101.38,62.71,97,67,3.02,broken clouds
462,Ostrovnoy,RU,2020-02-24 01:19:57,68.05,39.51,27.5,92,100,12.93,light snow
463,Oksovskiy,RU,2020-02-24 01:27:13,62.61,39.9,31.98,95,98,9.24,light snow
464,Itacoatiara,BR,2020-02-24 01:22:42,-3.14,-58.44,76.93,91,59,2.73,light rain
465,Sri Aman,MY,2020-02-24 01:27:14,1.24,111.46,78.8,88,75,2.24,broken clouds
466,Lucapa,AO,2020-02-24 01:20:45,-8.42,20.74,68.45,94,100,5.68,overcast clouds
467,Likasi,CD,2020-02-24 01:25:53,-10.98,26.73,63.1,97,100,6.22,light rain
468,Cozumel,MX,2020-02-24 01:27:15,20.51,-86.95,75.99,83,40,3.36,scattered clouds
469,Andenes,NO,2020-02-24 01:27:15,69.31,16.12,32.0,88,100,28.86,light snow
470,Canyon Lake,US,2020-02-24 01:27:15,29.88,-98.26,70.0,64,90,10.29,overcast clouds
471,Lachi,PK,2020-02-24 01:27:16,33.38,71.34,56.07,55,67,1.9,broken clouds
472,Janow Lubelski,PL,2020-02-24 01:27:16,50.71,22.41,44.01,100,75,16.11,light intensity shower rain
473,Namibe,AO,2020-02-24 01:19:30,-15.2,12.15,73.27,80,100,6.26,overcast clouds
474,Rive-De-Gier,FR,2020-02-24 01:27:16,45.53,4.62,50.0,75,0,1.12,clear sky
475,Dryden,CA,2020-02-24 01:27:16,49.78,-92.75,33.8,69,90,18.34,overcast clouds
476,Camacha,PT,2020-02-24 01:27:17,33.08,-16.33,66.2,82,20,12.75,few clouds
477,Camana,PE,2020-02-24 01:27:17,-16.62,-72.71,69.08,80,22,4.99,few clouds
478,Itoman,JP,2020-02-24 01:26:27,26.12,127.67,69.8,60,20,11.41,few clouds
479,Vyartsilya,RU,2020-02-24 01:27:18,62.18,30.69,29.26,94,90,7.2,overcast clouds
480,Portsmouth,GB,2020-02-24 01:27:18,50.8,-1.09,46.0,93,100,3.36,light rain
481,Cam Ranh,VN,2020-02-24 01:27:18,11.92,109.16,78.8,61,20,10.29,few clouds
482,Santiago De Cao,PE,2020-02-24 01:18:23,-7.96,-79.24,73.4,88,75,8.05,mist
483,Beyneu,KZ,2020-02-24 01:27:18,45.32,55.2,41.41,87,100,17.67,light rain
484,Saint Anthony,US,2020-02-24 01:21:26,45.02,-93.22,37.99,69,1,12.75,clear sky
485,Oranjemund,NA,2020-02-24 01:20:19,-28.55,16.43,71.67,47,0,2.71,clear sky
486,Hamilton,US,2020-02-24 01:25:31,39.18,-84.53,48.99,60,1,3.36,clear sky
487,Guerrero Negro,MX,2020-02-24 01:17:16,27.98,-114.06,62.56,66,100,18.92,overcast clouds
488,Araguaina,BR,2020-02-24 01:26:44,-7.19,-48.21,77.0,85,34,3.76,light rain
489,Plerin,FR,2020-02-24 01:27:19,48.54,-2.78,54.0,93,90,16.11,overcast clouds
490,Tiarei,PF,2020-02-24 01:27:20,-17.53,-149.33,86.0,70,40,14.99,scattered clouds
491,Twante,MM,2020-02-24 01:27:20,16.72,95.93,73.4,88,40,2.24,mist
492,Loandjili,CG,2020-02-24 01:27:20,-4.76,11.86,78.8,94,20,3.36,mist
493,Bundaberg,AU,2020-02-24 01:27:20,-24.85,152.35,80.6,78,90,13.87,heavy intensity rain
494,Sukabumi,ID,2020-02-24 01:27:20,-6.92,106.93,73.0,100,55,1.99,light rain
495,Garland,US,2020-02-24 01:27:21,32.91,-96.64,57.99,100,90,13.87,overcast clouds
496,Quatre Cocos,MU,2020-02-24 01:20:57,-20.21,57.76,73.99,94,20,3.36,few clouds
497,Vredendal,ZA,2020-02-24 01:20:44,-31.67,18.5,75.0,24,0,11.01,clear sky
498,Hollins,US,2020-02-24 01:24:15,37.34,-79.94,53.6,30,40,5.82,scattered clouds
499,Mabaruma,GY,2020-02-24 01:27:22,8.2,-59.78,73.4,99,51,3.04,light rain
500,Santa Rosalia,MX,2020-02-24 01:27:22,27.32,-112.28,61.47,36,100,7.87,overcast clouds
501,Nanning,CN,2020-02-24 01:27:22,22.82,108.32,64.4,88,6,2.24,clear sky
502,Beeville,US,2020-02-24 01:22:45,28.4,-97.75,70.0,88,90,10.29,overcast clouds
503,Pinhao,BR,2020-02-24 01:27:22,-25.7,-51.66,61.0,98,72,3.04,light rain
504,Yatou,CN,2020-02-24 01:23:14,37.15,122.38,43.7,83,32,10.6,scattered clouds
505,Morro Bay,US,2020-02-24 01:27:23,35.37,-120.85,62.6,82,1,9.17,haze
506,Ardakan,IR,2020-02-24 01:27:23,32.31,54.02,48.2,31,43,4.7,scattered clouds
507,Hirara,JP,2020-02-24 01:27:23,24.8,125.28,71.6,64,75,10.29,broken clouds
508,Varzea Grande,BR,2020-02-24 01:27:23,-15.65,-56.13,75.2,88,75,4.7,light rain
509,Westport,US,2020-02-24 01:20:35,41.14,-73.36,45.0,56,1,4.7,clear sky
510,Avigliana,IT,2020-02-24 01:27:24,45.08,7.4,46.0,86,75,3.36,broken clouds
511,Torbay,CA,2020-02-24 01:17:05,47.67,-52.73,30.0,79,5,13.87,clear sky
512,Baracoa,CU,2020-02-24 01:27:24,20.35,-74.5,75.52,78,32,19.84,light rain
513,Kodinsk,RU,2020-02-24 01:21:29,58.69,99.18,8.19,96,90,4.5,overcast clouds
514,Savino,RU,2020-02-24 01:27:25,56.59,41.22,29.61,97,33,10.6,light snow
515,Yumen,CN,2020-02-24 01:27:25,40.28,97.2,25.56,53,0,8.37,clear sky
516,Proletariy,RU,2020-02-24 01:27:25,58.43,31.7,34.99,89,100,10.25,overcast clouds
517,Vestmanna,FO,2020-02-24 01:20:51,62.16,-7.17,35.6,74,8,12.75,clear sky
518,Bella Union,UY,2020-02-24 01:27:26,-30.28,-57.6,68.16,53,0,5.48,clear sky
519,Agropoli,IT,2020-02-24 01:27:26,40.35,15.0,55.0,87,83,1.01,broken clouds
520,Klaksvik,FO,2020-02-24 01:18:38,62.23,-6.59,35.6,74,10,12.75,clear sky
521,Deputatskiy,RU,2020-02-24 01:27:26,69.3,139.9,-20.7,94,3,3.27,clear sky
522,Umm Lajj,SA,2020-02-24 01:19:11,25.02,37.27,60.4,46,100,5.1,overcast clouds
523,Sukhumi,GE,2020-02-24 01:27:27,43.0,41.02,42.01,77,44,4.12,scattered clouds
524,Bahia Blanca,AR,2020-02-24 01:27:27,-38.72,-62.27,77.25,25,0,18.37,clear sky
525,Golkoy,TR,2020-02-24 01:27:05,40.69,37.62,37.4,100,20,7.34,few clouds
526,Nouadhibou,MR,2020-02-24 01:27:27,20.93,-17.03,69.8,73,100,8.05,light rain
527,Manta,EC,2020-02-24 01:24:57,-0.95,-80.73,82.4,83,75,6.93,broken clouds
528,Arlit,NE,2020-02-24 01:21:09,18.74,7.39,64.92,19,10,8.52,clear sky
529,Kamuli,UG,2020-02-24 01:27:28,0.95,33.12,72.81,74,100,3.02,overcast clouds
530,Virginia Beach,US,2020-02-24 01:18:34,36.85,-75.98,53.6,57,75,5.82,broken clouds
531,Tamiahua,MX,2020-02-24 01:27:28,21.27,-97.45,71.71,85,41,12.24,scattered clouds
532,Kalabo,ZM,2020-02-24 01:27:29,-14.97,22.68,68.94,95,100,5.06,light rain
533,Kautokeino,NO,2020-02-24 01:27:29,69.01,23.04,17.2,85,71,3.44,broken clouds
534,Gualan,GT,2020-02-24 01:27:29,15.13,-89.37,70.25,77,30,5.64,scattered clouds
535,Mount Isa,AU,2020-02-24 01:21:11,-20.73,139.5,86.0,62,90,16.11,overcast clouds
536,Bira,RU,2020-02-24 01:24:24,49.0,132.47,13.28,83,100,1.05,overcast clouds
537,Paamiut,GL,2020-02-24 01:26:23,61.99,-49.67,15.49,67,100,4.41,overcast clouds
538,Fairbanks,US,2020-02-24 01:17:38,64.84,-147.72,0.0,70,20,4.7,few clouds
539,Bulgan,MN,2020-02-24 01:27:30,48.81,103.53,8.47,94,100,1.72,overcast clouds
540,Pundaguitan,PH,2020-02-24 01:27:30,6.37,126.17,79.45,82,85,9.62,light rain
541,Ucluelet,CA,2020-02-24 01:23:58,48.93,-125.55,46.0,81,75,34.45,broken clouds
542,Bay City,US,2020-02-24 01:25:56,43.59,-83.89,44.6,69,1,9.17,clear sky
543,Ino,JP,2020-02-24 01:27:31,33.55,133.43,51.8,50,20,2.24,few clouds
544,Dornoch,GB,2020-02-24 01:25:58,57.88,-4.03,36.0,83,33,6.93,scattered clouds
545,Rawson,AR,2020-02-24 01:17:14,-43.3,-65.1,61.47,84,0,13.76,clear sky
546,Kingsport,US,2020-02-24 01:27:31,36.55,-82.56,46.99,45,75,3.47,broken clouds
547,Carupano,VE,2020-02-24 01:27:32,10.67,-63.26,71.87,97,38,0.92,scattered clouds
548,Goundam,ML,2020-02-24 01:27:32,16.41,-3.67,80.87,10,0,14.7,clear sky
549,Sheridan,US,2020-02-24 01:27:32,44.83,-106.92,33.01,76,40,8.05,scattered clouds
550,Izhma,RU,2020-02-24 01:27:33,65.01,53.91,27.1,90,100,15.7,light snow
551,Tahoua,NE,2020-02-24 01:27:33,14.89,5.27,75.2,15,0,11.41,dust
552,Plettenberg Bay,ZA,2020-02-24 01:21:14,-34.05,23.37,60.55,74,2,4.05,clear sky
553,Half Moon Bay,US,2020-02-24 01:23:44,37.46,-122.43,63.0,67,20,13.87,few clouds
554,Poso,ID,2020-02-24 01:27:33,-1.4,120.75,72.43,81,98,2.39,light rain
555,Mana,GF,2020-02-24 01:27:34,5.66,-53.78,74.35,91,61,3.53,broken clouds
556,Yerofey Pavlovich,RU,2020-02-24 01:27:34,53.97,121.97,3.9,87,11,3.02,few clouds
557,Lumberton,US,2020-02-24 01:27:34,34.62,-79.01,51.8,46,1,8.05,clear sky
558,Noumea,NC,2020-02-24 01:23:18,-22.28,166.46,87.8,55,79,14.99,broken clouds
559,Serenje,ZM,2020-02-24 01:20:59,-13.23,30.24,65.52,97,100,1.41,light rain
560,Xining,CN,2020-02-24 01:20:59,36.62,101.77,24.28,67,0,0.87,clear sky
561,Cuamba,MZ,2020-02-24 01:26:25,-14.8,36.54,69.85,97,96,3.42,light rain
562,General Pico,AR,2020-02-24 01:27:35,-35.66,-63.76,74.52,26,0,12.59,clear sky
